catalog_id,name,aliases,kinds,confidence,gnu_libiconv_1_19,gnu_canonical,iconvex,sources,source_ids,source_urls,statuses,descriptions,record_count,implementation_disposition
ENC-0379,CP863,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP863,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/PC/CP863.TXT,mapping_archive,,1,implemented
ENC-0380,CP864,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP864,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/PC/CP864.TXT,mapping_archive,,1,implemented
ENC-0381,CP864,,pc_code_page,medium,no,,yes,kermit,kermit:CP864,https://www.kermitproject.org/k95charsets.html,legacy_implementation,PC CP 864 (PC Arabic),1,implemented
ENC-0382,CP865,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP865,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/PC/CP865.TXT,mapping_archive,,1,implemented
ENC-0383,CP866,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP866,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/PC/CP866.TXT,mapping_archive,,1,implemented
ENC-0384,CP866,,pc_code_page,medium,no,,yes,kermit,kermit:CP866,https://www.kermitproject.org/k95charsets.html,legacy_implementation,PC CP 866 (PC Russian),1,implemented
ENC-0385,cp866,windows-866,microsoft_code_page,high,no,,yes,microsoft,microsoft:CP 866,https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers,,OEM Russian; Cyrillic (DOS),1,implemented
ENC-0386,CP869,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP869,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/PC/CP869.TXT,mapping_archive,,1,implemented
ENC-0387,CP869,,pc_code_page,medium,no,,yes,kermit,kermit:CP869,https://www.kermitproject.org/k95charsets.html,legacy_implementation,PC CP 869 (PC Greek),1,implemented
ENC-0388,CP874,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP874,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/PC/CP874.TXT,mapping_archive,,1,implemented
ENC-0389,CP874,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP874,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/WINDOWS/CP874.TXT,mapping_archive,,1,implemented
ENC-0390,CP875,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP875,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/EBCDIC/CP875.TXT,mapping_archive,,1,implemented
ENC-0391,cp875,windows-875,microsoft_code_page,high,no,,yes,microsoft,microsoft:CP 875,https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers,,IBM EBCDIC Greek Modern,1,implemented
ENC-0392,cp875,,python_codec,medium,no,,yes,python,python:cp875,https://docs.python.org/3/library/codecs.html#standard-encodings,,,1,implemented
ENC-0393,CP912,,standard_8bit_set,medium,no,,yes,kermit,kermit:CP912,https://www.kermitproject.org/k95charsets.html,legacy_implementation,PC CP 912 (ISO Latin 2),1,implemented
ENC-0394,CP913,,standard_8bit_set,medium,no,,yes,kermit,kermit:CP913,https://www.kermitproject.org/k95charsets.html,legacy_implementation,PC CP 913 (ISO Latin 3),1,implemented
ENC-0395,CP914,,standard_8bit_set,medium,no,,yes,kermit,kermit:CP914,https://www.kermitproject.org/k95charsets.html,legacy_implementation,PC CP 914 (ISO Latin 4),1,implemented
ENC-0396,CP915,,standard_8bit_set,medium,no,,yes,kermit,kermit:CP915,https://www.kermitproject.org/k95charsets.html,legacy_implementation,PC CP 915 (ISO Latin/Cyrillic),1,implemented
ENC-0397,CP916,,standard_8bit_set,medium,no,,yes,kermit,kermit:CP916,https://www.kermitproject.org/k95charsets.html,legacy_implementation,PC CP 916 (ISO Latin/Greek),1,implemented
ENC-0398,CP920,,standard_8bit_set,medium,no,,yes,kermit,kermit:CP920,https://www.kermitproject.org/k95charsets.html,legacy_implementation,PC CP 920 (ISO Latin 5),1,implemented
ENC-0400,CP923,,standard_8bit_set,medium,no,,yes,kermit,kermit:CP923,https://www.kermitproject.org/k95charsets.html,legacy_implementation,PC CP 923 (ISO 8859-15 Latin 9),1,implemented
ENC-0402,CP932,CSWINDOWS31J | MS932 | SJIS-OPEN | SJIS-WIN | WINDOWS-31J,glibc_gconv_codec,high,no,,yes,glibc,glibc:CP932,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
ENC-0403,CP932,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP932,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/WINDOWS/CP932.TXT,mapping_archive,,1,implemented
ENC-0405,CP936,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP936,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/WINDOWS/CP936.TXT,mapping_archive,,1,implemented
ENC-0408,CP949,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP949,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/WINDOWS/CP949.TXT,mapping_archive,,1,implemented
ENC-0409,cp949,949 | csksc56011987 | iso-ir-149 | korean | ks-c-5601 | ks-c-5601-1987 | ks-c-5601-1989 | ks-x-1001 | ksc-5601 | ksc5601 | ksx1001 | ms949 | uhc,python_codec,medium,no,,yes,python,python:cp949,https://docs.python.org/3/library/codecs.html#standard-encodings,,,1,implemented
ENC-0411,CP950,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CP950,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/WINDOWS/CP950.TXT,mapping_archive,,1,implemented
ENC-0412,cp950,950 | ms950,python_codec,medium,no,,yes,python,python:cp950,https://docs.python.org/3/library/codecs.html#standard-encodings,,,1,implemented
ENC-0413,CROSCII,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 22341642,https://en.wikipedia.org/wiki/CROSCII,,,1,research_candidate
ENC-0414,CS Indic character set,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 61357173,https://en.wikipedia.org/wiki/CS_Indic_character_set,,,1,research_candidate
ENC-0415,CSA_Z243.4-1985-1,ca | CANADIAN-FRENCH | csa7-1 | csa71 | CSA_Z243.419851 | csISO121Canadian1 | iso-ir-121 | ISO646-CA,glibc_gconv_codec | iana_registered_charset | national_replacement_set | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345 | kermit,iana:MIBenum 78 | glibc:CSA_Z243.4-1985-1 | rfc1345:CSA_Z243.4-1985-1 | kermit:CANADIAN-FRENCH,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html | https://www.kermitproject.org/k95charsets.html,glibc_current_source | historical_registry | legacy_implementation,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan. | Canadian French NRC",4,implemented
ENC-0416,CSA_Z243.4-1985-2,csa7-2 | csa72 | CSA_Z243.419852 | csISO122Canadian2 | iso-ir-122 | ISO646-CA2,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 79 | glibc:CSA_Z243.4-1985-2 | rfc1345:CSA_Z243.4-1985-2,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",3,implemented
ENC-0417,CSA_Z243.4-1985-gr,csISO123CSAZ24341985gr | iso-ir-123,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 80 | rfc1345:CSA_Z243.4-1985-gr,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",2,implemented
ENC-0418,CSN_369103,csISO139CSN369103 | iso-ir-139,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 86 | glibc:CSN_369103 | rfc1345:CSN_369103,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",3,implemented
ENC-0419,CSX Indic character set,CSX+ Indic character set,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 61357290 | wikipedia:pageid 61357438,https://en.wikipedia.org/wiki/CSX_Indic_character_set | https://en.wikipedia.org/wiki/CSX%2B_Indic_character_set,,,2,research_candidate
ENC-0420,CWI,CP-HU | CWI-2,glibc_gconv_codec,high,no,,yes,glibc,glibc:CWI,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
ENC-0421,CWI-2,,wikidata_characterencoding,medium,no,,yes,wikidata,wikidata:Q19903907,https://www.wikidata.org/wiki/Q19903907,,digital text encoding,1,implemented
ENC-0422,CYRILLIC,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/CYRILLIC,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/MAC/CYRILLIC.TXT,mapping_archive,,1,implemented
ENC-0423,Data Syntax I of CCITT Rec.T.101,ISO-IR-131,iso_ir_coding_system,high,no,,no,iso_ir,iso_ir:ISO-IR-131,https://itscj.ipsj.or.jp/ir/131.pdf,registered_historical,Data Syntax I of CCITT Rec.T.101,1,non_text_coding_system
ENC-0424,Data Syntax II of CCITT Rec. T.101,ISO-IR-145,iso_ir_coding_system,high,no,,no,iso_ir,iso_ir:ISO-IR-145,https://itscj.ipsj.or.jp/ir/145.pdf,registered_historical,Data Syntax II of CCITT Rec. T.101,1,non_text_coding_system
ENC-0425,DEC 026 card code,DEC-026-CARD-IOWA-824E61A9 | DEC-026-CARD-IOWA-824E61A9-16BE | DEC-026-CARD-IOWA-824E61A9-16LE,historical_punched_card_encoding | source_qualified_punched_card_encoding,high,no,,yes,punched_cards | supplement,punched_cards:DEC 026 card code | supplement:DEC 026 card code,https://homepage.cs.uiowa.edu/~jones/cards/codes.html,historical_inventory | pinned_secondary_source_exact_reconstruction,Content-addressed Iowa reconstruction with explicit packed 12-bit MSB/LSB and zero-padded 16-bit endian transports; no generic DEC 026 identity is claimed.,2,implemented
ENC-0426,DEC 029 card code,DEC-029-CARD-IOWA-824E61A9 | DEC-029-CARD-IOWA-824E61A9-16BE | DEC-029-CARD-IOWA-824E61A9-16LE,historical_punched_card_encoding | source_qualified_punched_card_encoding,high,no,,yes,punched_cards | supplement,punched_cards:DEC 029 card code | supplement:DEC 029 card code,https://homepage.cs.uiowa.edu/~jones/cards/codes.html,historical_inventory | pinned_secondary_source_exact_reconstruction,Content-addressed Iowa reconstruction with explicit packed 12-bit MSB/LSB and zero-padded 16-bit endian transports; no generic DEC 029 identity is claimed.,2,implemented
ENC-0427,DEC Hebrew,DEC-HEBREW | DEC-HEBREW-8 | DEC-HEBREW-8-BIT | DEC-HEBREW-8BIT,eight_bit_character_encoding | wikidata_codepage | wikipedia_character_set_page,high,no,,yes,wikidata | wikipedia | supplement,wikidata:Q28814802 | wikipedia:pageid 53198556 | supplement:DEC Hebrew,https://www.wikidata.org/wiki/Q28814802 | https://en.wikipedia.org/wiki/DEC_Hebrew | https://www.bitsavers.org/pdf/dec/_Books/_Digital_Press/Kennelly_Digital_Guide_To_Developing_International_Software_1991.pdf,vendor_manual,"font | DEC Hebrew 8-bit is based on DEC Multinational: positions 192 through 223 and 251 through 255 are unused, while 224 through 250 contain the Hebrew alphabet (printed page 19 / PDF page 40).",3,implemented
ENC-0428,DEC Radix-50,DEC RADIX 50 | DEC-RADIX-50 | DEC-RADIX-50-16BE | DEC-RADIX-50-16LE | DEC-RADIX-50-18BIT | DEC-RADIX-50-18BIT-24BE | DEC-RADIX-50-18BIT-24LE | DEC-RADIX-50-36BIT | DEC-RADIX-50-36BIT-40BE | DEC-RADIX-50-36BIT-40LE | DEC-SQUOZE | MOD40 | PDP-10-RADIX-50 | PDP-11-RAD50 | PDP-15-RADIX-50 | PDP-9-RADIX-50 | RAD50 | RADIX-50 | SQUOZE,packed_legacy_character_code | wikidata_characterencoding | wikipedia_character_set_page,high,no,,yes,wikidata | wikipedia | supplement,wikidata:Q580875 | wikipedia:pageid 2183554 | supplement:DEC Radix-50,https://www.wikidata.org/wiki/Q580875 | https://en.wikipedia.org/wiki/DEC_RADIX_50 | https://www.bitsavers.org/pdf/dec/pdp11/rt11/v4.0_Mar80/4_fortran/DEC-11-LFLRA_FORTRAN_Language_Reference_Manual_Jun77.pdf | https://www.bitsavers.org/pdf/dec/pdp9/DEC-9A-GUAB-D_UTILITIES.pdf | https://bitsavers.org/pdf/dec/pdp10/TOPS10_softwareNotebooks/vol13/AA-C780C-TB_Macro_Assembler_Reference_Manual_Apr78.pdf,vendor_manual,"character encoding | DEC's PDP-11 three-character base-40 word format, including the complete alphabet and packing formula on printed page A-3. | DEC's PDP-9/15 three-character base-40 format with two classification bits, including the published SYMNAM vector on printed page A1-1. | DEC's PDP-6/10 six-character base-40 format with four tag bits and its published SYMBOL vector on printed pages 3-56 and A-1 through A-3.",5,implemented
ENC-0429,DEC SIXBIT/ECMA-1,DEC-SIXBIT | ECMA-1 | ECMA1 | PDP-10-SIXBIT,historical_information_system_encoding | six_bit_character_code,high,no,,yes,wikipedia_historical | supplement,wikipedia_historical:DEC SIXBIT/ECMA-1 | supplement:DEC SIXBIT/ECMA-1,https://en.wikipedia.org/wiki/List_of_information_system_character_sets | https://bitsavers.org/pdf/dec/pdp10/Sze_Introduction_to_DEC_System-10_1974.pdf | https://ecma-international.org/wp-content/uploads/ECMA-1_1st_edition_march_1963.pdf,historical_inventory | official_standard | vendor_manual,"Introduced 1963; width 6 bits; Digital Equipment | DECsystem-10 SIXBIT, derived from ASCII by retaining the low six bits after an octal 040 offset. | ECMA-1's normative 1963 six-bit input/output character-code table.",3,implemented
ENC-0430,DEC-GREEK-8-1994,CCSID1287 | CP1287 | DEC-GREEK | DEC-GREEK-8 | DEC-GREEK-8-BIT | EL8DEC | IBM-1287 | IBM1287,versioned_single_byte_character_encoding,high,no,,yes,supplement,supplement:DEC-GREEK-8-1994,https://www.filibeto.org/dec/mds/mds-2000-01/cd3/PRINTER/PPLV2PMB.PDF,primary_vendor_manual,DEC Greek 8-bit character set from the revised August 1994 DEC Programming Reference Manual.,1,implemented
ENC-0433,DEC-MCS,csDECMCS | dec | DECMCS | Multinational Character Set,glibc_gconv_codec | iana_registered_charset | rfc1345_charset | vendor_8bit_set | wikidata_characterencoding | wikipedia_character_set_page,high,no,,yes,iana | glibc | rfc1345 | kermit | wikidata | wikipedia,iana:MIBenum 2008 | glibc:DEC-MCS | rfc1345:DEC-MCS | kermit:DEC-MCS | wikidata:Q1152919 | wikipedia:pageid 310033,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html | https://www.kermitproject.org/k95charsets.html | https://www.wikidata.org/wiki/Q1152919 | https://en.wikipedia.org/wiki/Multinational_Character_Set,glibc_current_source | historical_registry | legacy_implementation,"VAX/VMS User's Manual, Order Number: AI-Y517A-TE, April 1986. | DEC Multinational | character encoding created in 1983 by Digital Equipment Corporation for use in the popular VT220 terminal",6,implemented
ENC-0434,DEC-SPECIAL,DEC Special Graphics | DEC Special Graphics character set | DEC-SPECIAL-GR | DEC-SPECIAL-GRAPHIC | DEC-SPECIAL-GRAPHIC-GR | DEC-SPECIAL-GRAPHICS | DEC-SPECIAL-GRAPHICS-GR | VT100-GRAPHICS | VT100-LINE-DRAWING,terminal_glyph_set | wikidata_characterencoding | wikipedia_character_set_page,high,no,,yes,kermit | wikidata | wikipedia | supplement,kermit:DEC-SPECIAL | wikidata:Q28600467 | wikipedia:pageid 54329742 | supplement:DEC Special Graphics,https://www.kermitproject.org/k95charsets.html | https://www.wikidata.org/wiki/Q28600467 | https://en.wikipedia.org/wiki/DEC_Special_Graphics | https://bitsavers.org/pdf/dec/terminal/vt340/EK-VT3XX-TP-002_VT330_VT340_Text_Programming_198805.pdf,legacy_implementation | vendor_manual,"DEC Special | Special graphics used to draw boxes | DEC's complete 94-position Special Graphic table and its explicit GL/GR invocation rules in Figure 2-7, printed page 26 / PDF page 39.",4,implemented
ENC-0435,DEC-TECHNICAL,DEC Technical Character Set | DEC-TECHNICAL-CHARACTER-SET | DEC-TECHNICAL-CHARACTER-SET-GR | DEC-TECHNICAL-GR | VT300-TECHNICAL | VT300-TECHNICAL-GR,terminal_glyph_set | wikidata_characterencoding | wikipedia_character_set_page,high,no,,yes,kermit | wikidata | wikipedia | supplement,kermit:DEC-TECHNICAL | wikidata:Q30694350 | wikipedia:pageid 54344958 | supplement:DEC Technical Character Set,https://www.kermitproject.org/k95charsets.html | https://www.wikidata.org/wiki/Q30694350 | https://en.wikipedia.org/wiki/DEC_Technical_Character_Set | https://bitsavers.org/pdf/dec/terminal/vt340/EK-VT3XX-TP-002_VT330_VT340_Text_Programming_198805.pdf,legacy_implementation | vendor_manual,"DEC Technical | character set supported by various DEC terminals | DEC's complete 94-position Technical table, composite-character cells, undefined cells, and explicit GL/GR invocation rules in Figure 2-8, printed page 27 / PDF page 40.",4,implemented
ENC-0436,DEC-TURKISH-8-1994,CCSID1288 | CP1288 | DEC-TURKISH | DEC-TURKISH-8 | DEC-TURKISH-8-BIT | IBM-1288 | IBM1288 | TR8DEC,versioned_single_byte_character_encoding,high,no,,yes,supplement,supplement:DEC-TURKISH-8-1994,https://www.filibeto.org/dec/mds/mds-2000-01/cd3/PRINTER/PPLV2PMB.PDF,primary_vendor_manual,DEC Turkish 8-bit character set from the revised August 1994 DEC Programming Reference Manual.,1,implemented
ENC-0437,DEX MUTF-8,Android Modified UTF-8,unicode_compatibility_encoding,medium,no,,yes,supplement,supplement:DEX MUTF-8,https://source.android.com/docs/core/runtime/dex-format#mutf-8,vendor_specification,Android DEX string-data encoding.,1,implemented
ENC-0438,DG-INTERNATIONAL,DG International,vendor_8bit_set | wikidata_characterencoding | wikipedia_character_set_page,medium,no,,yes,kermit | wikidata | wikipedia,kermit:DG-INTERNATIONAL | wikidata:Q30592414 | wikipedia:pageid 53256517,https://www.kermitproject.org/k95charsets.html | https://www.wikidata.org/wiki/Q30592414 | https://en.wikipedia.org/wiki/DG_International,legacy_implementation,Data General International | character set,3,implemented
ENC-0439,DG-LINEDRAWING,,terminal_glyph_set,medium,no,,yes,kermit,kermit:DG-LINEDRAWING,https://www.kermitproject.org/k95charsets.html,legacy_implementation,Data General Line Drawing,1,implemented
ENC-0440,DG-SPECIALGRAPHICS,,terminal_glyph_set,medium,no,,no,kermit,kermit:DG-SPECIALGRAPHICS,https://www.kermitproject.org/k95charsets.html,legacy_implementation,Data General Special Graphics,1,codec_gap
ENC-0441,DG-WORDPROCESSING,,terminal_glyph_set,medium,no,,yes,kermit,kermit:DG-WORDPROCESSING,https://www.kermitproject.org/k95charsets.html,legacy_implementation,Data General Words Processing,1,implemented
ENC-0442,Digital encoding of APL symbols,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 24955657,https://en.wikipedia.org/wiki/Digital_encoding_of_APL_symbols,,,1,research_candidate
ENC-0443,DIN 66303,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 66458011,https://en.wikipedia.org/wiki/DIN_66303,,,1,research_candidate
ENC-0444,DIN 91379,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 70348251,https://en.wikipedia.org/wiki/DIN_91379,,,1,research_candidate
ENC-0445,DIN_66003,csISO21German | de | DIN 66003 | GERMAN | iso-ir-21 | ISO646-DE,glibc_gconv_codec | iana_registered_charset | national_replacement_set | rfc1345_charset | wikidata_codepage | wikipedia_character_set_page,high,no,,yes,iana | glibc | rfc1345 | kermit | wikidata | wikipedia,iana:MIBenum 24 | glibc:DIN_66003 | rfc1345:DIN_66003 | kermit:GERMAN | wikidata:Q1153802 | wikipedia:pageid 49798801,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html | https://www.kermitproject.org/k95charsets.html | https://www.wikidata.org/wiki/Q1153802 | https://en.wikipedia.org/wiki/DIN_66003,glibc_current_source | historical_registry | legacy_implementation,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan. | ISO 646 German Version | German standard 7-bit character encoding, a modified ASCII supporting the German alphabet.",6,implemented
ENC-0446,dk-us,csDKUS,iana_registered_charset | rfc1345_charset,high,no,,yes,iana | rfc1345,iana:MIBenum 101 | rfc1345:dk-us,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.rfc-editor.org/rfc/rfc1345.html,historical_registry,,2,implemented
ENC-0447,DKOI,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 56530611,https://en.wikipedia.org/wiki/DKOI,,,1,research_candidate
ENC-0448,DOS-720,CP720 | windows-720,microsoft_code_page,high,no,,yes,microsoft,microsoft:CP 720,https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers,,Arabic (Transparent ASMO); Arabic (DOS),1,implemented
ENC-0449,DOS-862,CP862 | windows-862,microsoft_code_page,high,no,,yes,microsoft,microsoft:CP 862,https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers,,OEM Hebrew; Hebrew (DOS),1,implemented
ENC-0450,DPRK Standard Korean Graphic Character Set for Information Interchange,ISO-IR-202,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-202,https://itscj.ipsj.or.jp/ir/202.pdf,registered_historical,DPRK Standard Korean Graphic Character Set for Information Interchange,1,implemented
ENC-0451,DS_2089,csISO646Danish | DANISH | dk | DS2089 | ISO646-DK | NORWEGIAN,glibc_gconv_codec | iana_registered_charset | national_replacement_set | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345 | kermit,iana:MIBenum 99 | glibc:DS_2089 | rfc1345:DS_2089 | kermit:DANISH | kermit:NORWEGIAN,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html | https://www.kermitproject.org/k95charsets.html,glibc_current_source | historical_registry | legacy_implementation,"Danish Standard, DS 2089, February 1974 | ISO 646 Danish Version | ISO 646 Norwegian Version",5,implemented
ENC-0452,DUTCH,,national_replacement_set,medium,no,,yes,kermit,kermit:DUTCH,https://www.kermitproject.org/k95charsets.html,legacy_implementation,Dutch NRC,1,implemented
ENC-0453,E13B Graphic Character Set Japanese National Committee for ISO/TC97/SC2,ISO-IR-98,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-98,https://itscj.ipsj.or.jp/ir/098.pdf,registered_historical,E13B Graphic Character Set Japanese National Committee for ISO/TC97/SC2,1,implemented
ENC-0454,EBCD card character set,EBCD | EBCD-CARD-IOWA-824E61A9 | EBCD-CARD-IOWA-824E61A9-16BE | EBCD-CARD-IOWA-824E61A9-16LE,historical_punched_card_encoding | source_qualified_punched_card_encoding,high,no,,yes,punched_cards | supplement,punched_cards:EBCD card character set | supplement:EBCD card character set,https://homepage.cs.uiowa.edu/~jones/cards/codes.html,historical_inventory | pinned_secondary_source_exact_reconstruction,Content-addressed Iowa reconstruction with explicit packed 12-bit MSB/LSB and zero-padded 16-bit endian transports; no generic EBCD identity is claimed.,2,implemented
ENC-0455,EBCDIC,,historical_information_system_encoding | wikidata_characterencoding | wikipedia_character_set_page,medium,no,,no,wikidata | wikipedia_historical | wikipedia,wikidata:Q627945 | wikipedia_historical:EBCDIC | wikipedia:pageid 9773,https://www.wikidata.org/wiki/Q627945 | https://en.wikipedia.org/wiki/List_of_information_system_character_sets | https://en.wikipedia.org/wiki/EBCDIC,historical_inventory,computer character encoding | Introduced 1963; width 8 bits; IBM computers,3,encoding_family
ENC-0456,EBCDIC 001,,wikidata_ebcdiccodepage,medium,no,,no,wikidata,wikidata:Q55610200,https://www.wikidata.org/wiki/Q55610200,,,1,codec_gap
ENC-0457,EBCDIC 8859,,wikidata_codepage,medium,no,,no,wikidata,wikidata:Q3045824,https://www.wikidata.org/wiki/Q3045824,,code page,1,codec_gap
ENC-0458,EBCDIC-AT-DE,CSEBCDICATDE | csIBMEBCDICATDE | EBCDICATDE,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 2064 | glibc:EBCDIC-AT-DE | rfc1345:EBCDIC-AT-DE,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"IBM 3270 Char Set Ref Ch 10, GA27-2837-9, April 1987",3,implemented
ENC-0459,EBCDIC-AT-DE-A,csEBCDICATDEA | EBCDICATDEA,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 2065 | glibc:EBCDIC-AT-DE-A | rfc1345:EBCDIC-AT-DE-A,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"IBM 3270 Char Set Ref Ch 10, GA27-2837-9, April 1987",3,implemented
ENC-0460,EBCDIC-CA-FR,csEBCDICCAFR | EBCDICCAFR,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 2066 | glibc:EBCDIC-CA-FR | rfc1345:EBCDIC-CA-FR,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"IBM 3270 Char Set Ref Ch 10, GA27-2837-9, April 1987",3,implemented
ENC-0461,EBCDIC-DK-NO,csEBCDICDKNO | EBCDICDKNO,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 2067 | glibc:EBCDIC-DK-NO | rfc1345:EBCDIC-DK-NO,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"IBM 3270 Char Set Ref Ch 10, GA27-2837-9, April 1987",3,implemented
