catalog_id,name,aliases,kinds,confidence,gnu_libiconv_1_19,gnu_canonical,iconvex,sources,source_ids,source_urls,statuses,descriptions,record_count,implementation_disposition
ENC-0495,Extended Unix Code,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 546341,https://en.wikipedia.org/wiki/Extended_Unix_Code,,,1,research_candidate
ENC-0496,Extended_UNIX_Code_Fixed_Width_for_Japanese,csEUCFixWidJapanese,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 19,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,Used in Japan. Each character is 2 octets. code set 0: US-ASCII (a single 7-bit byte set) 1st byte = 00 2nd byte = 20-7E code set 1: JIS X0208-1990 (a double 7-bit byte set) restricted to A0-FF in both bytes code set 2: Half Width Katakana (a single 7-bit byte set) 1st byte = 00 2nd byte = A0-FF code set 3: JIS X0212-1990 (a double 7-bit byte set) restricted to A0-FF in the first byte and 21-7E in the second byte,1,implemented
ENC-0497,"Extension of the Cyrillic Character Set of Reg. 37, ISO 5427-1981",ISO-IR-54,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-54,https://itscj.ipsj.or.jp/ir/054.pdf,registered_historical,"Extension of the Cyrillic Character Set of Reg. 37, ISO 5427-1981",1,implemented
ENC-0498,EZweb emoji,,wikidata_codedcharacterset,medium,no,,no,wikidata,wikidata:Q17192715,https://www.wikidata.org/wiki/Q17192715,,,1,codec_gap
ENC-0499,Fieldata,,historical_information_system_encoding | wikidata_characterencoding | wikipedia_character_set_page,medium,no,,no,wikidata | wikipedia_historical | wikipedia,wikidata:Q1411578 | wikipedia_historical:FIELDATA | wikipedia:pageid 383855,https://www.wikidata.org/wiki/Q1411578 | https://en.wikipedia.org/wiki/List_of_information_system_character_sets | https://en.wikipedia.org/wiki/Fieldata,historical_inventory,military communication project and ASCII precursor | Introduced 1956[citation needed]; width 6/7 bits; Battlefield information (USA),3,encoding_family
ENC-0500,File System Safe UCS Transformation Format,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 50619689,https://en.wikipedia.org/wiki/File_System_Safe_UCS_Transformation_Format,,,1,research_candidate
ENC-0501,FINNISH,,national_replacement_set,medium,no,,yes,kermit,kermit:FINNISH,https://www.kermitproject.org/k95charsets.html,legacy_implementation,Finnish NRC,1,implemented
ENC-0502,FOCAL character set,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 56210570,https://en.wikipedia.org/wiki/FOCAL_character_set,,,1,research_candidate
ENC-0503,Formal SignWriting,FORMAL-SIGNWRITING-ASCII | FORMAL-SIGNWRITING-IN-ASCII | FSW | FSW-2012 | FSW-ASCII,signwriting_ascii_encoding | wikidata_characterencoding,high,no,,yes,wikidata | supplement,wikidata:Q113023011 | supplement:Formal SignWriting,https://www.wikidata.org/wiki/Q113023011 | https://doi.org/10.5281/zenodo.20272667,primary_source_exact_mapping,method of encoding SignWriting which uses only ASCII characters | Strict v1.0.0 lexical conversion between Formal SignWriting ASCII tokens and the declared SignWriting in Unicode scalar design.,2,implemented
ENC-0504,FSS-UTF,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 36941603,https://en.wikipedia.org/wiki/FSS-UTF,,,1,research_candidate
ENC-0505,GB 12052,,wikidata_characterencoding | wikidata_codedcharacterset | wikipedia_character_set_page,medium,no,,no,wikidata | wikipedia,wikidata:Q9363228 | wikipedia:pageid 65439469,https://www.wikidata.org/wiki/Q9363228 | https://en.wikipedia.org/wiki/GB_12052,,character set standard published by the People's Republic of China for representing Korean,3,codec_gap
ENC-0506,GB 12345,,wikidata_codedcharacterset | wikipedia_character_set_page,medium,no,,no,wikidata | wikipedia,wikidata:Q10847246 | wikipedia:pageid 70740645,https://www.wikidata.org/wiki/Q10847246 | https://en.wikipedia.org/wiki/GB_12345,,Traditional Chinese character set,2,codec_gap
ENC-0507,GB 13131–91,,wikidata_codedcharacterset,medium,no,,no,wikidata,wikidata:Q55682812,https://www.wikidata.org/wiki/Q55682812,,,1,codec_gap
ENC-0508,GB 13132‐91,,wikidata_codedcharacterset,medium,no,,no,wikidata,wikidata:Q55682892,https://www.wikidata.org/wiki/Q55682892,,,1,codec_gap
ENC-0509,GB/T 16500–1998,,wikidata_codedcharacterset,medium,no,,no,wikidata,wikidata:Q55683030,https://www.wikidata.org/wiki/Q55683030,,,1,codec_gap
ENC-0510,GB/T 7589–87,,wikidata_codedcharacterset,medium,no,,no,wikidata,wikidata:Q55682422,https://www.wikidata.org/wiki/Q55682422,,,1,codec_gap
ENC-0511,GB/T 7590–87,,wikidata_codedcharacterset,medium,no,,no,wikidata,wikidata:Q55682721,https://www.wikidata.org/wiki/Q55682721,,,1,codec_gap
ENC-0512,GB/T 8565.2–88,,wikidata_codedcharacterset,medium,no,,no,wikidata,wikidata:Q55683269,https://www.wikidata.org/wiki/Q55683269,,,1,codec_gap
ENC-0513,GB18030,CP54936 | csGB18030 | GB 18030 | gb18030-2000 | GB18030:2005 | windows-54936,glibc_gconv_codec | gnu_fixed_codec | iana_registered_charset | microsoft_code_page | openjdk_charset | python_codec | web_encoding | wikidata_characterencoding | wikidata_codedcharacterset | wikidata_unicodeencoding | wikipedia_character_set_page,high,yes,GB18030,yes,iana | whatwg | gnu_libiconv | glibc | openjdk | microsoft | python | wikidata | wikipedia,iana:MIBenum 114 | whatwg:Legacy multi-byte Chinese (simplified) encodings | gnu_libiconv:gb18030_2005 | glibc:GB18030 | openjdk:GB18030 | microsoft:CP 54936 | python:gb18030 | wikidata:Q1484877 | wikipedia:pageid 492273,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://encoding.spec.whatwg.org/ | https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://raw.githubusercontent.com/openjdk/jdk/master/make/data/charsetmapping/charsets | https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers | https://docs.python.org/3/library/codecs.html#standard-encodings | https://www.wikidata.org/wiki/Q1484877 | https://en.wikipedia.org/wiki/GB_18030,fixed_codec | glibc_current_source | openjdk_current_source,"Chinese IT Standardization Technical Committee Please see: [https://www.iana.org/assignments/charset-reg/GB18030] | Windows XP and later: GB18030 Simplified Chinese (4 byte); Chinese Simplified (GB18030) | character encoding standardized in P.R. of China and mostly used for Simplified Chinese, compatible with the universal character set defined in The Unicode® Standard and the ISO/IEC 10646 standard, backward compatible with GB encodings",11,implemented
ENC-0514,GB18030:2022,GB18030 | gb18030-2022 | ibm-1392 | windows-54936,gnu_fixed_codec | icu_converter,high,yes,GB18030:2022,yes,gnu_libiconv | icu,gnu_libiconv:gb18030_2022 | icu:gb18030-2022,https://www.gnu.org/software/libiconv/ | https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,fixed_codec,,2,implemented
ENC-0515,GB2312,1381 | 1383 | CCSID1381 | CCSID1383 | chinese | CN-GB | cp1381 | cp1383 | CP51936 | CP936 | cpeuccn | csGB2312 | csiso58gb231280 | DECHANZI | EUC-CN | EUC_CN | EUCCN | eucgb2312-cn | GB 2312 | gb-2312-80 | gb2312-1980 | gb2312-80 | HP15CN | IBM-1381 | ibm-1381_P110-1999 | IBM-1383 | ibm-1383_P110-1999 | ibm-1383_VPUA | IBM-EUCCN | ibm1381 | ibm1383 | ibmeuccn | iso-ir-58 | windows-51936 | windows-936 | x-EUC-CN | x-IBM1381 | x-IBM1383 | x-mac-simp-chinese,glibc_gconv_codec | gnu_fixed_codec | iana_registered_charset | ibm_ccsid | icu_converter | microsoft_code_page | openjdk_charset | python_codec | wikidata_characterencoding | wikidata_codedcharacterset | wikipedia_character_set_page,high,yes,EUC-CN,yes,iana | gnu_libiconv | glibc | icu | openjdk | microsoft | ibm_i | python | wikidata | wikipedia,iana:MIBenum 2025 | gnu_libiconv:euc_cn | glibc:EUC-CN | icu:ibm-1383_P110-1999 | icu:ibm-1381_P110-1999 | openjdk:EUC_CN | openjdk:IBM1381 | openjdk:IBM1383 | microsoft:CP 936 | microsoft:CP 51936 | ibm_i:CCSID 1381 | ibm_i:CCSID 1383 | python:gb2312 | wikidata:Q1421973 | wikipedia:pageid 546348,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt | https://raw.githubusercontent.com/openjdk/jdk/master/make/data/charsetmapping/charsets | https://learn.microsoft.com/en-us/windows/win32/intl/code-page-identifiers | https://www.ibm.com/docs/en/i/7.4.0?topic=information-ccsid-values-defined-i | https://docs.python.org/3/library/codecs.html#standard-encodings | https://www.wikidata.org/wiki/Q1421973 | https://en.wikipedia.org/wiki/GB_2312,fixed_codec | glibc_current_source | openjdk_current_source,"Chinese for People's Republic of China (PRC) mixed one byte, two byte set: 20-7E = one byte ASCII A1-FE = two byte PRC Kanji See GB 2312-80 PCL Symbol Set Id: 18C | ANSI/OEM Simplified Chinese (PRC, Singapore); Chinese Simplified (GB2312) | EUC Simplified Chinese; Chinese Simplified (EUC) | Simplified Chinese, People's Republic of China National Standard (GB) personal computer mixed SBCS and DBCS | Simplified Chinese, EUC G0 set; ASCII G1 set; GB 2312-80 set (1382) | historical character encoding designed mainly for the simplified ideographic writing system used in the People's Republic of China, with a very basic support of a few other scripts",16,implemented
ENC-0516,GB_1988-80,"cn | Coded Character Set for Information Interchange, Standard Chinese GB 1988-80 | csISO57GB1988 | CSISO58GB1988 | GB_198880 | iso-ir-57 | ISO646-CN",glibc_gconv_codec | gnu_fixed_codec | iana_registered_charset | iso_ir_coded_character_set | rfc1345_charset,high,yes,GB_1988-80,yes,iana | gnu_libiconv | glibc | iso_ir | rfc1345,iana:MIBenum 56 | gnu_libiconv:iso646_cn | glibc:GB_1988-80 | iso_ir:ISO-IR-57 | rfc1345:GB_1988-80,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://itscj.ipsj.or.jp/ir/057.pdf | https://www.rfc-editor.org/rfc/rfc1345.html,fixed_codec | glibc_current_source | historical_registry | registered_historical,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan. | Coded Character Set for Information Interchange, Standard Chinese GB 1988-80",5,implemented
ENC-0517,GB_2312-80,chinese | Chinese Character Set Chinese Standard GB 2312-80 | csISO58GB231280 | gb2312-1980 | GB2312.1980-0 | ibm-5478 | ibm-5478_P100-1995 | iso-ir-58,gnu_fixed_codec | iana_registered_charset | icu_converter | iso_ir_coded_character_set | rfc1345_charset,high,yes,GB_2312-80,yes,iana | gnu_libiconv | icu | iso_ir | rfc1345,iana:MIBenum 57 | gnu_libiconv:gb2312 | icu:ibm-5478_P100-1995 | iso_ir:ISO-IR-58 | rfc1345:GB_2312-80,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.gnu.org/software/libiconv/ | https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt | https://itscj.ipsj.or.jp/ir/058.pdf | https://www.rfc-editor.org/rfc/rfc1345.html,fixed_codec | historical_registry | registered_historical,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan. | Chinese Character Set Chinese Standard GB 2312-80",5,implemented
ENC-0518,GBK,936 | CCSID1386 | chinese | CP1386 | CP936 | csgb2312 | csGBK | csiso58gb231280 | GB13000 | gb2312 | gb_2312 | gb_2312-80 | GBK (character encoding) | IBM-1386 | IBM1386 | iso-ir-58 | MS936 | windows-936 | x-gbk,glibc_gconv_codec | gnu_fixed_codec | iana_registered_charset | ibm_ccsid | python_codec | web_encoding | wikidata_characterencoding | wikidata_codedcharacterset | wikipedia_character_set_page,high,yes,GBK,yes,iana | whatwg | gnu_libiconv | glibc | ibm_i | python | wikidata | wikipedia,iana:MIBenum 113 | whatwg:Legacy multi-byte Chinese (simplified) encodings | gnu_libiconv:ces_gbk | glibc:GBK | ibm_i:CCSID 1386 | python:gbk | wikidata:Q1484788 | wikipedia:pageid 2148703,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://encoding.spec.whatwg.org/ | https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.ibm.com/docs/en/i/7.4.0?topic=information-ccsid-values-defined-i | https://docs.python.org/3/library/codecs.html#standard-encodings | https://www.wikidata.org/wiki/Q1484788 | https://en.wikipedia.org/wiki/GBK_%28character_encoding%29,fixed_codec | glibc_current_source,"Chinese IT Standardization Technical Committee Please see: [https://www.iana.org/assignments/charset-reg/GBK] | Simplified Chinese PC Data GBK mixed, all GBK character set and others | historical character set designed for the simplified Chinese writing system, standardized in GB 16500 and used in the People's Republic of China",9,implemented
ENC-0519,GCCS (character set),,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 52504751,https://en.wikipedia.org/wiki/GCCS_%28character_set%29,,,1,research_candidate
ENC-0520,GE 600 punched-card code,GE card code | GE-600-CARD-IOWA-824E61A9 | GE-600-CARD-IOWA-824E61A9-16BE | GE-600-CARD-IOWA-824E61A9-16LE,historical_punched_card_encoding | source_qualified_punched_card_encoding,high,no,,yes,punched_cards | supplement,punched_cards:GE 600 punched-card code | supplement:GE 600 punched-card code,https://homepage.cs.uiowa.edu/~jones/cards/codes.html,historical_inventory | pinned_secondary_source_exact_reconstruction,Content-addressed Iowa reconstruction with explicit packed 12-bit MSB/LSB and zero-padded 16-bit endian transports; no generic GE 600 identity is claimed.,2,implemented
ENC-0521,GEM character set,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 52866923,https://en.wikipedia.org/wiki/GEM_character_set,,,1,research_candidate
ENC-0522,General Purpose Supplementary Graphic Set CSA Standard Z 243.4-1985,ISO-IR-123,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-123,https://itscj.ipsj.or.jp/ir/123.pdf,registered_historical,General Purpose Supplementary Graphic Set CSA Standard Z 243.4-1985,1,implemented
ENC-0523,GEORGIAN-ACADEMY,,glibc_gconv_codec | gnu_fixed_codec,high,yes,GEORGIAN-ACADEMY,yes,gnu_libiconv | glibc,gnu_libiconv:georgian_academy | glibc:GEORGIAN-ACADEMY,https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,fixed_codec | glibc_current_source,,2,implemented
ENC-0524,GEORGIAN-PS,,glibc_gconv_codec | gnu_fixed_codec,high,yes,GEORGIAN-PS,yes,gnu_libiconv | glibc,gnu_libiconv:georgian_ps | glibc:GEORGIAN-PS,https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,fixed_codec | glibc_current_source,,2,implemented
ENC-0525,GOST 10859,,historical_information_system_encoding | wikipedia_character_set_page,medium,no,,no,wikipedia_historical | wikipedia,wikipedia_historical:GOST 10859 | wikipedia:pageid 11646457,https://en.wikipedia.org/wiki/List_of_information_system_character_sets | https://en.wikipedia.org/wiki/GOST_10859,historical_inventory,Introduced 1964; width 4/5/6/7 bits; Soviet Union,2,encoding_family
ENC-0526,GOST_19768-74,csISO153GOST1976874 | GOST_19768 | GOST_1976874 | iso-ir-153 | ST_SEV_358-88,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 94 | glibc:GOST_19768-74 | rfc1345:GOST_19768-74,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",3,implemented
ENC-0527,Government Chinese Character Set,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 3300720,https://en.wikipedia.org/wiki/Government_Chinese_Character_Set,,,1,research_candidate
ENC-0528,GREEK,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:MICSFT/GREEK,https://www.unicode.org/Public/MAPPINGS/VENDORS/MICSFT/MAC/GREEK.TXT,mapping_archive,,1,implemented
ENC-0529,"Greek Character Set ELOT, Hellenic Organization for Standardization (Withdrawn in November 1986)",ISO-IR-88,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-88,https://itscj.ipsj.or.jp/ir/088.pdf,registered_historical,"Greek Character Set ELOT, Hellenic Organization for Standardization (Withdrawn in November 1986)",1,implemented
ENC-0530,"Greek Character Set for Bibliography, ISO 5428",ISO-IR-31,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-31,https://itscj.ipsj.or.jp/ir/031.pdf,registered_historical,"Greek Character Set for Bibliography, ISO 5428",1,implemented
ENC-0531,"Greek Character Set for Bibliography, ISO 5428-1980",ISO-IR-55,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-55,https://itscj.ipsj.or.jp/ir/055.pdf,registered_historical,"Greek Character Set for Bibliography, ISO 5428-1980",1,implemented
ENC-0532,Greek Primary Set of CCITT,ISO-IR-150,iso_ir_coded_character_set,high,no,,yes,iso_ir,iso_ir:ISO-IR-150,https://itscj.ipsj.or.jp/ir/150.pdf,registered_historical,Greek Primary Set of CCITT,1,implemented
ENC-0533,greek-ccitt,csISO150 | csISO150GreekCCITT | GREEKCCITT | iso-ir-150,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 91 | glibc:GREEK-CCITT | rfc1345:greek-ccitt,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",3,implemented
ENC-0534,GREEK-ISO,ELOT928-GREEK,standard_8bit_set,medium,no,,yes,kermit,kermit:ELOT928-GREEK | kermit:GREEK-ISO,https://www.kermitproject.org/k95charsets.html,legacy_implementation,Same as ISO Latin/Greek | ISO 8859-7 Latin/Greek,2,implemented
ENC-0535,greek7,csISO88Greek7 | ELOT 927 | iso-ir-88,glibc_gconv_codec | iana_registered_charset | rfc1345_charset | wikidata_characterencoding | wikipedia_character_set_page,high,no,,yes,iana | glibc | rfc1345 | wikidata | wikipedia,iana:MIBenum 64 | glibc:GREEK7 | rfc1345:greek7 | wikidata:Q35146256 | wikipedia:pageid 54265514,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html | https://www.wikidata.org/wiki/Q35146256 | https://en.wikipedia.org/wiki/ELOT_927,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan. | character set standardized by ELOT",5,implemented
ENC-0536,greek7-old,csISO18Greek7Old | GREEK7OLD | iso-ir-18,glibc_gconv_codec | iana_registered_charset | rfc1345_charset,high,no,,yes,iana | glibc | rfc1345,iana:MIBenum 44 | glibc:GREEK7-OLD | rfc1345:greek7-old,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://www.rfc-editor.org/rfc/rfc1345.html,glibc_current_source | historical_registry,"[ISO-IR: International Register of Escape Sequences] Note: The current registration authority is IPSJ/ITSCJ, Japan.",3,implemented
ENC-0537,GSM 03.38,3GPP TS 23.038 | GSM 7-bit default alphabet,telecom_character_encoding | wikidata_characterencoding | wikipedia_character_set_page,high,no,,yes,wikidata | wikipedia | supplement,wikidata:Q1441241 | wikipedia:pageid 23752827 | supplement:GSM 03.38,https://www.wikidata.org/wiki/Q1441241 | https://en.wikipedia.org/wiki/GSM_03.38 | https://www.etsi.org/deliver/etsi_ts/123000_123099/123038/19.00.00_60/ts_123038v190000p.pdf,official_specification,character encoding | GSM default alphabet and all national locking/single-shift tables.,3,implemented
ENC-0538,gsm-03.38-2009,GSM0338,icu_converter,high,no,,yes,icu,icu:gsm-03.38-2009,https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt,,,1,implemented
ENC-0539,HANGUL,,unicode_mapping_table,high,no,,yes,unicode_mappings,unicode_mappings:OBSOLETE/HANGUL,https://www.unicode.org/Public/MAPPINGS/OBSOLETE/EASTASIA/KSC/HANGUL.TXT,mapping_archive,,1,implemented
ENC-0540,Hardware code page,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 39171547,https://en.wikipedia.org/wiki/Hardware_code_page,,,1,research_candidate
ENC-0541,HEBREW-7,DEC-7-BIT-HEBREW | DEC-HEBREW-7 | DEC-HEBREW-7BIT | SI 960 | SI-960 | SI960,national_replacement_set | seven_bit_character_encoding | wikidata_characterencoding | wikipedia_character_set_page,high,no,,yes,kermit | wikidata | wikipedia | supplement,kermit:HEBREW-7 | wikidata:Q17081980 | wikipedia:pageid 38986175 | supplement:SI 960,https://www.kermitproject.org/k95charsets.html | https://www.wikidata.org/wiki/Q17081980 | https://en.wikipedia.org/wiki/SI_960 | https://www.bitsavers.org/pdf/dec/_Books/_Digital_Press/Kennelly_Digital_Guide_To_Developing_International_Software_1991.pdf,legacy_implementation | vendor_manual,VT100 7-bit Hebrew | DEC and Israeli Standard 7-bit character encoding for Hebrew | DEC Hebrew 7-bit replaces ASCII positions 96 through 122 with the Hebrew alphabet and is equivalent to Israeli Standards Institute Standard 960 (printed page 19 / PDF page 40).,4,implemented
ENC-0542,HEBREW-ISO,,standard_8bit_set,medium,no,,yes,kermit,kermit:HEBREW-ISO,https://www.kermitproject.org/k95charsets.html,legacy_implementation,ISO 8859-8 Latin/Hebrew,1,implemented
ENC-0543,hex-codec,hex,python_codec,medium,no,,no,python,python:hex_codec,https://docs.python.org/3/library/codecs.html#standard-encodings,,,1,binary_transform
ENC-0544,HKSCS,,wikidata_characterencoding,medium,no,,no,wikidata,wikidata:Q1627000,https://www.wikidata.org/wiki/Q1627000,,character encoding,1,repertoire_profile
ENC-0545,HKSCS IDS,,wikidata_characterencoding,medium,no,,no,wikidata,wikidata:Q126010361,https://www.wikidata.org/wiki/Q126010361,,Ideographic Description Sequence (IDS) for HKSCS,1,mapping_notation
ENC-0546,Hollerith consensus punched-card code,consensus code | Hollerith card code,historical_punched_card_encoding,medium,no,,no,punched_cards,punched_cards:Hollerith consensus punched-card code,https://homepage.cs.uiowa.edu/~jones/cards/codes.html,historical_inventory,,1,codec_gap
ENC-0547,Hong Kong Supplementary Character Set,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 685827,https://en.wikipedia.org/wiki/Hong_Kong_Supplementary_Character_Set,,,1,research_candidate
ENC-0548,HP calculator character sets,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 51287359,https://en.wikipedia.org/wiki/HP_calculator_character_sets,,,1,research_candidate
ENC-0549,HP Roman,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 23752603,https://en.wikipedia.org/wiki/HP_Roman,,,1,research_candidate
ENC-0550,HP Roman Extension,,wikipedia_character_set_page,candidate,no,,no,wikipedia,wikipedia:pageid 51294990,https://en.wikipedia.org/wiki/HP_Roman_Extension,,,1,research_candidate
ENC-0551,HP-DeskTop,csHPDesktop,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 2021,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"PCL 5 Comparison Guide, Hewlett-Packard, HP part number 5961-0510, October 1992 PCL Symbol Set id: 7J",1,implemented
ENC-0552,HP-GREEK8,HPGREEK8 | OSF10010004,glibc_gconv_codec,high,no,,yes,glibc,glibc:HP-GREEK8,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
ENC-0553,HP-Legal,csHPLegal,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 2017,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"PCL 5 Comparison Guide, Hewlett-Packard, HP part number 5961-0510, October 1992 PCL Symbol Set id: 1U",1,implemented
ENC-0554,HP-LINE-DRAWING,,terminal_glyph_set,medium,no,,no,kermit,kermit:HP-LINE-DRAWING,https://www.kermitproject.org/k95charsets.html,legacy_implementation,Hewlett Packard Line Drawing,1,codec_gap
ENC-0555,HP-MATH-TECHNICAL,,terminal_glyph_set,medium,no,,yes,kermit,kermit:HP-MATH-TECHNICAL,https://www.kermitproject.org/k95charsets.html,legacy_implementation,Hewlett Packard Math / Technical,1,implemented
ENC-0556,HP-Math8,csHPMath8,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 2019,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"PCL 5 Comparison Guide, Hewlett-Packard, HP part number 5961-0510, October 1992 PCL Symbol Set id: 8M",1,implemented
ENC-0557,HP-Pi-font,csHPPiFont,iana_registered_charset,high,no,,yes,iana,iana:MIBenum 2018,https://www.iana.org/assignments/character-sets/character-sets.xhtml,,"PCL 5 Comparison Guide, Hewlett-Packard, HP part number 5961-0510, October 1992 PCL Symbol Set id: 15U",1,implemented
ENC-0558,hp-roman8,cp1051 | csHPRoman8 | HP Roman-8 | HP roman8 | HPROMAN8 | ibm-1051 | ibm-1051_P100-1995 | ibm1051 | OSF10010001 | r8 | roman8 | x-roman8,glibc_gconv_codec | gnu_fixed_codec | iana_registered_charset | icu_converter | python_codec | rfc1345_charset | vendor_8bit_set | wikidata_characterencoding | wikipedia_character_set_page,high,yes,HP-ROMAN8,yes,iana | gnu_libiconv | glibc | icu | rfc1345 | python | kermit | wikidata | wikipedia,iana:MIBenum 2004 | gnu_libiconv:hp_roman8 | glibc:HP-ROMAN8 | icu:ibm-1051_P100-1995 | rfc1345:hp-roman8 | python:hp_roman8 | kermit:HP-ROMAN8 | wikidata:Q5635761 | wikipedia:pageid 51380185,https://www.iana.org/assignments/character-sets/character-sets.xhtml | https://www.gnu.org/software/libiconv/ | https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://raw.githubusercontent.com/unicode-org/icu/main/icu4c/source/data/mappings/convrtrs.txt | https://www.rfc-editor.org/rfc/rfc1345.html | https://docs.python.org/3/library/codecs.html#standard-encodings | https://www.kermitproject.org/k95charsets.html | https://www.wikidata.org/wiki/Q5635761 | https://en.wikipedia.org/wiki/HP_Roman-8,fixed_codec | glibc_current_source | historical_registry | legacy_implementation,"LaserJet IIP Printer User's Manual, HP part no 33471-90901, Hewlet-Packard, June 1989. | Hewlett Packard Roman8 | family of character sets",9,implemented
ENC-0559,HP-ROMAN9,HP Roman-9 | HPROMAN9 | R9 | ROMAN9,glibc_gconv_codec | wikipedia_character_set_page,high,no,,yes,glibc | wikipedia,glibc:HP-ROMAN9 | wikipedia:pageid 51286929,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html | https://en.wikipedia.org/wiki/HP_Roman-9,glibc_current_source,,2,implemented
ENC-0560,HP-THAI8,HPTHAI8 | THAI8,glibc_gconv_codec,high,no,,yes,glibc,glibc:HP-THAI8,https://sourceware.org/glibc/manual/latest/html_node/Generic-Charset-Conversion.html,glibc_current_source,,1,implemented
